,Glutamate,Indole-3-acetate,Valine,Taurine,Histidine,4-Hydroxybenzoate,Betaine,Cytosine,Glutamine,Sarcosine,Thymidine,Tryptophan,Dimethylamine,Hypoxanthine,Citrate,Malate,Phenylalanine,Ascorbate,Creatine,Propionate,Ornithine,Tyrosine,"5,6-Dihydrouracil",Glutarate,Choline,Acetate,Methionine,Urea,2'-Deoxyuridine,2-Aminobutyrate,Threonine,N-Methylhydantoin,Guanosine,Acetoin,Arabinose,O-Acetylcarnitine,beta-Alanine,Phenylacetate,Lysine,Ribose,Valerate,"N,N-Dimethylglycine",Phenol,4-Hydroxyphenylacetate,Ethanolamine,2-Oxoglutarate,Proline,2-Hydroxybutyrate,Fucose,Lactate,Trimethylamine,2'-Deoxyinosine,Ethanol,Inosine,DL-methionine-sulfoxide,Uracil,Acetaminophen,Isopropanol,5-Aminopentanoate,Galactose,Aspartate,Xylose,p-Cresol,Formate,Arginine,beta-Pseudouridine,N-Acetylglucosamine,3-Hydroxybutyrate,Pyruvate,Lactose,Fumarate,Uridine,Butyrate,3-Phenyllactate,Asparagine,Cadaverine,Glycine,Tyramine,"1,3-Dihydroxyacetone",Desaminotyrosine,Methanol,4-Aminobutyrate,Pyroglutamate,2-Hydroxyglutarate,N-Carbamoyl-beta-alanine,Putrescine,Methylsuccinate,Thymine,4-Hydroxyphenyllactate,Propylene glycol,Nicotinate,Allantoin,Serine,Carnitine,Isobutyrate,Isoleucine,N-Acetylneuraminate,Cytidine,Alanine,Urocanate,Isovalerate,Glucose,Succinate,Creatinine,Glycerol,Indole-3-lactate,Citrulline,Methylamine,myo-Inositol,Leucine
Thymidine,2.714527894345696,2.926076472587238,2.607746964067287,4.447642135466707,3.4640445073340085,4.1108957607137535,3.1123790286679505,2.542162874207991,2.227722139211187,3.011413807962765,0.0,2.8648511631218305,3.0805126764865776,4.154541455167591,2.8435967960186335,2.7961679457051845,2.868010495998306,3.0713674049164728,2.7033192139008424,2.5039965465964023,2.6817573929093643,3.164182793398638,3.7842341871260166,5.7980382760891676,3.4248173884289694,2.8341669123994166,3.757633053482622,3.1889812843764633,1.2593686459955729,2.767021450457846,2.890598342463611,3.9982750462085295,2.272977533503859,2.3736292045961065,3.8310264702582764,2.444414486904609,4.90916427838054,3.046542155743535,2.5526867958758874,2.651348707177159,3.7864665704998304,2.4265493455434193,2.482898919340922,4.192667519183075,2.8648472052650025,3.5493732629407764,3.285593580886892,2.5239005754988018,2.45576640620425,2.6583771715596445,2.987667463927163,2.3933415876884285,2.5343349134865036,2.414675315955342,3.3778291839882213,3.242576616812704,3.064652943191978,2.4730685751215518,5.944941932768691,3.2784155234940395,2.9633282881904295,3.4171901778269222,3.316298333095861,3.390697024569495,2.854937798286578,2.203500665909696,1.9736825856930067,3.6250991946702915,3.091945743067874,3.2875245152622576,4.791382128414684,1.9646049585883416,3.3400115631866405,3.3904148416004416,2.468557291983738,3.6912705001183177,2.488684368149255,3.7453837205957217,2.8615167195736713,3.7432768752787515,2.407959358054656,6.530672571471007,2.874978881158478,3.0823831793876155,5.207251159751828,2.967897597824283,2.628897924481528,3.4555777307880815,2.990482861505782,2.71745510234944,3.0179762536673227,3.6612722320341153,2.803776722087039,2.9650382051864597,2.6612100980725213,2.4606340442843853,2.1060084793824485,1.9158344413280632,2.6939393047443643,4.54045156838192,3.321094262704613,3.2213589807764773,4.772540499010355,4.147497241352754,2.5616001385341343,2.7359221479682576,2.576805240179719,2.4316728187546914,4.921219904970552,2.4956243589103817
Tryptophan,3.281637233546491,2.3994245298276957,2.753735871890394,4.8363488714654945,3.250076196788806,4.291768800606414,3.447885750719202,3.262307702414685,2.835786485043774,3.486092558815072,2.8648511631218305,0.0,3.5762102926553805,4.83626057464496,3.2331788379264976,3.42937544543098,2.2523792689138644,3.402626319187992,3.1667540896460125,2.9776494634584973,3.1520532122043705,2.6815869082506163,4.08893006175235,6.080669167300059,3.8507950530411823,3.1648365101238523,4.108507886467244,3.7288511115854917,3.076653232014312,2.9005362610925,2.995177480489754,4.353527766146909,3.487862079762662,2.8603610176749106,4.8280080877130995,2.835107630352993,5.151124345871487,3.316451693375004,3.0345502511281217,3.4673093436227203,4.069241167820396,2.989667812120346,2.982175465217125,4.324911335087517,3.7243267354446052,3.9071066367067955,3.772182566141017,2.983662412327048,3.5685220910344784,3.089111269918055,3.401910723083719,3.648282137418385,3.34136126484434,3.673323224583004,3.8164856122780595,4.069303771667658,3.572121544298812,3.2317999346483752,6.049662107028402,4.178496795197813,3.1878770342776606,4.280641950343696,3.59809331607159,3.6314237036587373,3.247343014756651,3.3675451880478433,2.8796364934469563,4.0566073352269525,3.30314392808389,4.089620230446881,4.992921879337444,3.3320778769391475,3.688844410542647,3.6370823733813804,2.9028693979122036,4.0248277027585875,2.9712133865710877,3.894000198780614,3.656238643877369,3.828048653643769,3.0261012933714295,6.632481795333737,3.3445155537937667,3.568763299496307,5.462382822783161,3.48643732966782,3.095373301247765,4.132477039474032,2.969792634132721,3.362441534514869,3.4878330585986035,4.196270625695825,3.1611850252004277,3.407503777711422,2.9378957005220743,2.6682938604834585,2.964771546739279,3.1361943155133574,2.7707646855389263,4.758592382666048,3.5215376096173605,3.800016624953613,5.158521346735767,4.197737101208268,3.525096003790307,1.672693678691077,3.199323985685006,3.1174889511596002,5.750259634757271,2.7089954754327006
Dimethylamine,3.5520783222574526,3.4372190221685424,3.077604198079192,4.471262840992564,4.014553989528023,4.319006660950119,3.312485979218456,3.2810969790066955,3.0935371558396323,2.9312162477994126,3.0805126764865776,3.5762102926553805,0.0,4.549743027619131,3.194148209131291,3.409948390857419,3.668780121299727,3.5724882995227563,3.18356211419283,2.597367577868457,3.448252240422787,3.940113086413585,3.7801343814557313,5.795831172864666,3.338123954406123,2.5428621683001578,4.61128921170109,2.592494334015949,3.1776788955208386,3.388574933786795,3.487536782210133,4.293410219562058,3.4831026045794746,2.603234475231484,4.272819356952862,2.981844365349158,5.034589225447457,3.6668691390741732,3.123465875029908,3.52991835204192,3.8791974150042225,2.599311460270366,3.0322550350487902,4.641300514588519,2.4700470838015485,3.8219007201873048,3.6289515240208536,3.283055617541252,3.3549147473913656,3.3362763722820663,2.231327146988149,3.4019192156387525,2.524406618523746,3.4879961959911054,4.287476072600374,3.8960451257344806,3.6140505254030826,2.591543393290142,5.761503270669347,4.038172949989371,3.5547184870529986,3.8818724087543024,3.8886263205577776,3.188457269849078,3.5730989525016987,3.3281434831352743,2.9628869966943143,3.9132836334794545,2.9407833411304956,4.123608883241995,5.01984386834884,3.5197115070045855,3.625750461143806,3.6965150764281227,3.1246249960933783,2.963610025543869,2.240364895457935,3.699230287560922,3.225797739048281,4.307441839065592,2.26486472493357,6.541093678333245,3.564184074071478,3.6649348417103824,5.224003940487253,2.7752552640320225,3.0748598686215045,3.9428422616536856,3.67998798218161,3.1092071915981907,3.325845263528965,3.717543947093056,3.2382846625337147,3.169744045266921,2.692752599755241,3.014749928797668,2.971255747856374,3.3030092599793464,3.107004580604025,5.244905272517883,3.521537967035081,3.8980425403623755,4.996952549976302,4.5716458886008935,3.050803746970048,3.4140869230994495,3.1495443849001115,1.9041764075443874,5.3514899530524005,3.3232583405464102
Hypoxanthine,4.8079218287376335,4.5846746480544915,4.6357540330649325,5.161886747501778,4.929178157576023,5.178912528692042,4.7465704753147575,4.490713130590167,4.447114570024949,4.461005460895956,4.154541455167591,4.83626057464496,4.549743027619131,0.0,4.461722931211426,4.754397965382457,4.751229661282401,5.058048156983881,4.607085881667718,4.233892466136498,4.678480643935035,4.759296977804405,5.200485496761114,6.6514938321399635,5.0113451642177385,4.1950023485342385,5.30624459268873,4.285665068842792,4.331433602134715,4.670577993820754,4.862596582304213,5.274020794452139,4.123520394660153,4.355142467620339,5.461943048816246,4.499554114488657,5.831579392227697,4.723677520695308,4.592732519758416,4.989109965019548,5.079905120635169,4.153958660020268,4.449078644439106,5.394358875807736,4.442049236788367,4.892118499279703,5.208072936448226,4.683871070339222,4.9333347262957785,4.667076477111769,4.336430784197029,2.916708032640996,4.15071691994702,3.2118027104723645,5.0505438658779935,4.947631053076913,4.705813883401119,4.3258242048192095,6.516693825020598,5.360530166445561,4.922777184877269,5.171371405187628,4.787486333463929,4.575397431893192,4.90135975317034,4.747160597726055,4.485821346320359,4.818999269150978,4.388653597563183,5.481888701356314,5.621407096325149,4.608589942880754,4.727249453372018,4.984493271507034,4.428588260997601,4.954978031155804,4.255919924261006,5.070478070434605,4.476921434101776,5.092621806375515,4.127485251433405,7.154412885498173,4.5780661821741,4.900938544123724,5.903322699645062,4.706847757686632,4.4796270824319855,4.990102417225713,4.705886820600615,4.403937908125194,4.64734842206626,4.788863247595787,4.687453493583629,4.601332149073733,4.382366752894285,4.6257857609620805,4.412181908583614,4.603469387442476,4.617059568783343,5.4790035649296716,4.711418853453827,5.152168613012568,5.867935100295463,5.6303086109718565,4.550946517049574,4.79343531186144,4.498991429758043,4.321743065344974,6.29488903059874,4.763162724916939
Citrate,2.5281396674003576,2.7259157805627505,2.726479063086705,3.308773749954589,3.7164116909893252,3.5814545501949246,2.5278696273538004,2.954164222355537,2.5296778449174497,1.988498879380411,2.8435967960186335,3.2331788379264976,3.194148209131291,4.461722931211426,0.0,1.9201969797316178,3.3069592062932736,2.5530178952986757,2.5006163608289103,2.154145753587239,2.88296224554551,3.5920569247439467,3.731025199912692,4.916193984277317,3.1727302303820903,2.3852604735687013,3.9261224798978,3.280553790519994,2.831655227562035,2.7295365130542653,2.8326962168233045,3.8908559468914055,2.97674106141235,2.6890151140558536,3.888980778053294,2.1597516410625333,3.882199438485525,2.8599232386950137,2.752923849386582,2.7979341559212174,3.120102483382578,1.7659018794663406,2.9378523010833586,4.096597226897515,3.132548413668499,2.5077804714359813,3.227444989439152,2.3586087277663395,2.8786487264566465,2.45986073988854,3.178504935814628,3.2826215459298487,3.0238645199858505,3.178769529625495,3.397953133047988,3.5311975686632278,3.3125578415577808,2.9717563268955423,5.333078926194305,3.5145397803090948,2.213477361012033,3.3077875846734783,3.7257604433688574,2.442083384693968,3.1271670482767906,2.9148338504807154,2.3396770856671325,2.6522064278992024,2.268505303088156,3.5649089060464374,4.060709114121767,2.951571407507996,2.4023750912844637,3.797928056530912,2.564896632337904,3.7689070521970764,2.180877393407829,3.9880098990255295,3.42499008081145,3.5897411749600083,2.516748621755789,5.8571266532007416,3.0483041087113345,2.2092417525029626,4.632824993598192,2.9141977483983728,1.0803479561941858,3.861703920442983,3.1589996771007334,2.968873190443185,2.4879424158502905,3.8152939897871287,2.392880469151299,2.3683941748191257,2.017796621025434,2.456350485462531,2.255915092747402,2.738102132828755,2.7719934823436754,4.66722327351802,2.594820573604235,3.046678366927714,3.829411056477634,3.9964496715035174,2.9920727755400196,2.9883638696130466,2.7433460966793266,2.759823826235567,4.942838645556015,2.6887412746495336
Malate,2.0370601894977116,2.7953287952186794,2.7830831315801827,3.814468606886727,3.633505976122702,3.814187561499466,2.9649216953285675,2.9052789101119734,2.1975824192386315,2.1086493808516775,2.7961679457051845,3.42937544543098,3.409948390857419,4.754397965382457,1.9201969797316178,0.0,3.368897000050257,2.840340945581975,2.847546103729529,2.279129822975283,2.8006966652686436,3.7114654787789005,3.984066971967353,4.629190761085784,3.357988939364254,2.5578144522975355,3.8241475156827294,3.3838117632116647,2.668169274130069,2.672936102649994,2.9564157154175565,4.240781190874695,2.878845656514473,2.8689861589644376,3.539734553180845,2.327065663997653,3.6008608740619845,2.8616543370203424,2.693212603701584,2.6567882005992627,3.048730352354872,2.1965572786307503,3.135738540039897,4.0584922403213834,3.1248866710278667,2.1118133454776404,3.222099155534197,2.028102858274921,2.2546756727339723,2.0126922527299005,3.335881123414061,3.3567447178883794,3.208422709777101,3.2288371257644872,3.39823113537601,3.2644185335415075,3.540395354903331,3.056817250443812,5.355544375966053,3.4808994430384903,1.6886514182807082,2.876096241543148,3.7943057540618943,2.759912833295686,3.203657573857086,2.5464194048052247,2.2584795972770357,2.4004404097820986,2.4336244125433892,3.537263697697104,3.9951435982092005,2.7871677475675556,2.400046960660711,3.562106703637928,2.2645740549888167,3.8999850926186466,2.275196873150336,4.120089770839239,3.4686938169324955,3.5372088495840774,2.6732295663858476,5.754562103634752,2.7250645067448236,1.6081665493350497,4.405830547924236,3.1006490894088468,1.6135870076008214,3.788293419806646,3.171170806864787,2.739635193627974,2.6731920518969923,3.911315881972922,2.6919078099831073,2.4206677725146473,2.3244374513738815,2.688308374371625,2.116452510528575,2.629529075980725,2.8247254646574977,4.749362275486857,2.7922369318940734,3.1548067647621134,3.361276973532379,4.3111717642655645,2.6238552377557744,3.082430442313177,2.590218572587927,2.8631526358378117,4.822496479274179,2.502041293960958
Phenylalanine,3.2419775836009186,3.4514521292408675,2.5711580141537893,4.753443829644323,2.508219048940547,4.561415144667418,3.712033207842698,3.165287067102121,2.710231567226788,3.4356614054904497,2.868010495998306,2.2523792689138644,3.668780121299727,4.751229661282401,3.3069592062932736,3.368897000050257,0.0,3.656803041745177,3.0534081344773987,2.9578310078429704,3.1187951990996376,2.007565046488788,4.087086600271741,6.1244302960511865,3.9706457488270392,3.107539642675903,4.038477749641967,3.7764266743666033,3.059972014192467,2.769099390362877,2.9044348146254673,4.584593998714943,3.485929556192039,2.8909885454204076,4.920602923634107,2.8965964061205667,5.074322408891993,3.2244394012892763,3.0028955506533657,3.545300023908763,4.143727784470962,3.1393848878671324,3.087314253751332,4.443496576069382,3.8098439167325444,3.7864665103717043,3.912797002243863,3.01483610075478,3.5866281111604588,3.043012594271192,3.6105641939780413,3.747017099252216,3.4522395551819876,3.7020524865375957,3.7636602760527844,3.8669924674188767,3.683535776902636,3.346931708964514,6.192861123277438,4.3349007654058935,2.985689328269523,4.314498514406686,3.8599314468631682,3.6757534497588122,3.131695777559852,3.390063011069207,2.882823878340085,4.019152940887554,3.2324179722573416,4.170579791013602,5.034679598265472,3.301798450631772,3.6705437923797803,3.8542158891218294,2.8461961037377908,4.112894739056903,2.9539072062757494,4.02809452221979,3.720115843570692,3.957899778834586,3.126640957104662,6.712392829389,3.219066221317638,3.628026898135649,5.381524793504107,3.51380572897644,3.124796465693004,4.051056938612236,3.08398451542677,3.280276140153555,3.452239906357023,4.046930293627417,3.3410607602622138,3.3856359484012635,2.927385373050863,2.7277950200968495,3.0637329553106474,3.207560540459456,2.55541316358588,4.496102008577832,3.604781184218046,3.9023830083776083,5.095910243839413,4.409906928207587,3.557460599285432,3.1373164764347883,3.1101130645671944,3.264118430946876,5.84022805270914,2.507874850527044
Ascorbate,2.973943816966439,3.199965982778197,2.9182093522208095,4.704401810494886,4.234783552554799,4.524753499898204,3.1541704464130085,3.4127588086742118,2.79946184000733,3.2129261704567815,3.0713674049164728,3.402626319187992,3.5724882995227563,5.058048156983881,2.5530178952986757,2.840340945581975,3.656803041745177,0.0,3.399784621297937,2.7948470009078155,3.004438421113559,4.151292316866152,4.503245546216997,5.667133150833572,3.6047310131921435,3.277333586348505,3.9336604650566143,3.992016995505267,2.932774156552412,2.981352247908116,2.9827055473908,4.258189402325219,2.84163227309045,2.8525825430663225,4.1971479709793025,2.5153947138527206,5.090054640254091,3.5460526864089106,2.9693588316102657,2.873867986210308,4.003495537025498,2.7443626061954065,3.062705515898717,4.851915241558837,3.5615983857863283,3.563294835411372,3.401153974350904,2.569510851529318,3.0135153415630174,2.7965342639119055,3.4552660985263572,3.5716858724693172,3.365979938102727,3.236769053580825,3.443620899910551,3.9279021637906633,3.571097268811582,3.2930923197827435,6.163962398575017,3.622251848876547,3.1294150181662146,3.5854079349724635,4.132523551759968,3.5587101069434683,3.3801810397650396,3.1026039993679393,2.4957272565992756,3.946575554129865,3.1465426171453186,3.51479954863444,5.044904242614074,2.7779372970603786,3.5281483276895744,3.957633640567699,3.150687294669665,4.182722945370528,2.647863667036937,4.592891275056285,3.6882223754303123,4.355921599064779,2.87289323024364,6.723448611021075,3.5919719616618844,2.876515392685624,5.636413793398824,3.326774658376561,2.4581282183479978,4.359412099484107,3.7178184108844072,3.3163956375081822,3.2238518567024137,4.156721715572453,2.6443867358905297,3.178537428995378,2.7953925443110608,2.601236773428014,2.455864715066573,2.4805162065797446,3.025895173103177,5.29572463180753,3.6557497892061304,3.0228349092168174,4.7397857658213525,4.425198233041943,3.329140198386496,3.1261143372307894,3.238539968738475,3.05953237429985,5.288857593770048,2.900248243270474
Creatine,2.7286733341349407,3.045547441890239,2.8326718536562563,3.8309497418816756,3.5851511699945298,3.86769857613454,2.8150990680039674,2.493385619831058,2.4614472284320597,2.5600819268189317,2.7033192139008424,3.1667540896460125,3.18356211419283,4.607085881667718,2.5006163608289103,2.847546103729529,3.0534081344773987,3.399784621297937,0.0,2.420067550257393,2.905014980148372,3.340574608363733,2.9676005789628035,5.418869088162677,3.341905187141183,2.6027022298719182,3.999434579832451,2.943269568663737,2.893332688287194,2.914643533870061,2.981079967834036,3.2264132473973244,3.162781611810805,2.608216104078793,3.9732689890380493,2.488146948291562,4.506622744679825,2.954531669250038,2.7427673757636666,2.965137790026471,3.456926340398879,2.1567730818527484,3.080094436891495,4.1306100443073825,3.3384442823720106,3.1849986873601126,3.5024611360100733,2.8944276455402593,2.9416748454554704,2.7940034861467,2.967909864137123,3.3727811529558243,3.025408452270404,3.338142671669517,3.5896544992704187,3.3686653535189155,3.1588043012368465,3.0027385451379653,5.492771690699049,3.6096296134638384,2.8077403925691526,3.582550658370947,3.690606703315879,3.039771097039124,2.4316054389677224,2.8239072183281455,2.178238812474112,3.3842342734986546,2.7763587638217757,3.6308626830233073,4.502724945858282,3.103838012923244,2.975794066484329,3.5856883409722555,2.4122620787771933,3.7099837219835035,2.4411364710623435,3.9109230330338245,3.2255821518521537,3.761010273174778,2.5517561705803855,6.128053759723275,3.0400667955468843,3.0076133946606993,4.575059258074783,3.144590898373723,2.4791598860842443,3.5828961328781666,3.322348085307898,2.9501035090589203,2.837350512114515,3.3841265822679816,2.973596733285593,2.7562002013965152,2.581784225645581,2.768265172021962,2.5040661281290837,2.867832832716987,2.6676278878436337,4.749040714597456,3.043836321477886,3.3770647677051038,4.4671391512578955,3.194523014606421,3.049723568139771,3.2543185264037926,2.3644770384138547,2.7141229434426233,5.145304020655686,2.75544817315888
Propionate,2.4270884090796545,2.5215815279711524,2.3199780369522367,3.744297868520257,3.4512072942658882,3.376804209739311,2.636584123779718,2.549849131625624,2.1236508165590675,1.9376669892246414,2.5039965465964023,2.9776494634584973,2.597367577868457,4.233892466136498,2.154145753587239,2.279129822975283,2.9578310078429704,2.7948470009078155,2.420067550257393,0.0,2.667198354210903,3.228553956444794,3.621641722040913,4.682689101441601,3.1894752246571483,1.504418763508191,3.860862935889478,2.6143909595628094,2.638522823006281,2.5603605794301605,2.7889565916596664,3.7559229176519917,2.907280746603435,1.5270701091075254,3.630382403765642,1.9965007041443712,3.9918868170696205,2.3110469996912566,2.4619628730538823,2.5114213003387555,2.447636616636157,1.5950650020393213,2.0901184723921653,3.6210954412278555,2.5123650222802834,2.391955502881534,3.2095701443774645,2.3275990342571293,2.4418510024631934,2.1008014292780026,2.8626463530202972,3.0041916225576206,2.127199516057814,3.0376198029964825,3.4568290158095176,3.149440330909824,2.9427516919000114,2.0845025326664137,4.950115804789112,3.368067156154518,2.5164278702287985,3.1600920363435265,3.1519766973113517,2.195526428571363,3.0683539549580177,2.6219534845314585,1.9041602345874309,2.7206267782066513,1.3814949264265555,3.3843339092952727,4.08114232283462,2.8907005530209884,2.1259768192948276,3.351761158832147,2.1680835127417644,3.4701169130974057,1.171167366086217,3.6192472852194513,2.252093235600776,3.1950825968874517,1.6618017439428208,5.704527234956784,2.719148503359348,2.2558433569742236,4.358554278901196,2.898189305513707,1.977219552808023,3.3993015127621637,2.866512796705242,2.1937541272519345,2.315727118441365,3.2601386703121404,2.404495945216415,2.5027325833072886,1.0676680316625764,2.3472875198264287,2.178528152857015,2.708864835645255,2.2451797437604344,4.550998416966744,2.271669926741706,3.139739500716185,3.831974534152773,4.069996209519139,2.2516897548462635,2.8422163930039015,2.3185884982185887,1.9116641097397924,5.075050943021972,2.3533252694264752
Ornithine,1.8832454878548563,3.137049438392163,2.123149616936881,4.633962224291105,3.5097023079095555,4.364936422393749,3.166799228054077,2.8544334681395145,1.577516737780567,3.143329497287467,2.6817573929093643,3.1520532122043705,3.448252240422787,4.678480643935035,2.88296224554551,2.8006966652686436,3.1187951990996376,3.004438421113559,2.905014980148372,2.667198354210903,0.0,3.6717177099576466,3.8845808216718036,5.969236588402975,3.3844718464603782,3.0487907247696207,2.1539520155195393,3.609253649464133,2.7051400702115194,1.7835848741367335,2.3284067182035924,4.147171281877874,2.8061070897990574,2.492370291973455,4.0882872055125015,2.444304516909713,5.109037060500413,3.323707803097677,0.7893429346203193,2.644775405405794,3.9780033133737147,2.6686183876909793,2.8321917213478534,4.639787213069319,3.267992329646292,3.581652845659129,3.3844533211850685,2.1612656621957234,2.833921483420632,2.6689072221031176,3.3085862677438307,3.359745998694853,3.0099694558804853,3.231126703943229,1.7879840581647999,3.781215927864474,3.363271114861882,2.8556049520679485,6.157874473556012,3.6462482011512343,2.7264684887029262,3.4096186688632195,3.7742452255738126,3.5929482075997434,2.137580457782584,3.0561995667602573,2.155897998784896,3.8880803712113905,3.136305724988979,3.650297596089212,5.0039905748103495,2.8706061405578813,3.5414415768123817,3.270083442847447,2.7336521274731385,3.5745211579388947,2.5740725648072593,4.230023193658882,3.3327270540062512,4.249247835338713,2.572901837799553,6.753058475340124,3.230038975841096,2.9702716984498116,5.361907194657573,2.842763573590985,2.63653302060463,4.050182216250553,3.57483773649119,2.9979173719228105,3.0555895298675013,3.87578504801092,2.393157046899341,3.042124721408518,2.7371940889422577,2.117535875446586,2.4271319979149304,2.593305881190942,2.3778339621274927,4.965917443010069,3.5345676296047284,3.17536274683581,4.848278265953715,4.251394319756348,2.832767641073308,3.0114376375774103,1.8154024972031786,2.7210444218602836,5.427194519691623,1.6729438066739584
Tyrosine,3.5494782090598793,3.6591832929090358,3.0077286137654338,4.695125622377375,2.9043661939912355,3.8482768137925993,3.727420799624713,3.5680149741648512,3.3491318198391893,3.4967422025505774,3.164182793398638,2.6815869082506163,3.940113086413585,4.759296977804405,3.5920569247439467,3.7114654787789005,2.007565046488788,4.151292316866152,3.340574608363733,3.228553956444794,3.6717177099576466,0.0,4.2845944883702325,5.853948596290058,4.200713570170574,3.3079869389856236,4.5334327891072945,3.8575757459202302,3.464634742696997,3.2188254920618706,3.40962814062067,4.801380323600795,3.743825571218203,3.2749636630877568,4.947488752983796,3.420293111594495,4.864551991663467,3.326391636050225,3.486181651564632,3.8267099042701345,4.034513055655314,3.410678905490907,3.452055147983493,3.4200950036832785,3.9467090731737002,4.009914042146916,4.367495160275759,3.4246613177358354,3.844316087880088,3.287316069243377,3.995221734318261,3.8229665217941746,3.820716647699103,3.828266942346405,4.2580867744194535,4.03837093830321,3.709295209987373,3.7466810140423803,5.68344519778061,4.399936685274193,3.4474630508016184,4.47069917718617,3.0556618075099222,3.7606462524750848,3.5159953016130165,3.576805438485159,3.3571141318948308,4.0092182451478955,3.4695054086443893,4.305825290591586,4.925558211081067,3.6790023952725894,3.5996692961717,4.192502548808844,3.2752888320297733,4.274953437955209,3.261725427234458,2.762828875368188,3.933002857427012,2.9136974735488437,3.550107152418355,6.1335218211659965,3.6302787815277657,3.704172977473646,5.042681668262235,3.7982357752102547,3.5131216008763975,3.8399756385034034,1.9600260124412894,3.1638118136480307,3.7408441366385548,4.349127728521809,3.641160374566145,3.6407190852547346,3.218282603346734,3.23113961597711,3.5370676106938674,3.7088237795977292,2.9236463433727913,4.422815721538645,3.5760587184076513,4.061907388811192,5.155032443172284,4.730393120395778,3.7766939159018773,3.4214177878836467,3.4510731103140126,3.6858658652617,5.787676078595147,3.1916899231502787
