,inchikey,hmdb,kegg,inchi code
C00942_cGMP,ZOOGRGPOEVQQDX-UUOKFMHZSA-N,HMDB0001314,C00942,"InChI=1S/C10H12N5O7P/c11-10-13-7-4(8(17)14-10)12-2-15(7)9-5(16)6-3(21-9)1-20-23(18,19)22-6/h2-3,5-6,9,16H,1H2,(H,18,19)(H3,11,13,14,17)/t3-,5-,6-,9-/m1/s1"
C00049_Asp,CKLJMWTZIZZHCS-REOHCLBHSA-N,HMDB0000191,C00049,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1"
C02043_Indolelactate,XGILAAMKEQUXLS-UHFFFAOYSA-N,HMDB0000671,C02043,"InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)"
C00493_Shikimate,JXOHGGNKMLTUBP-HSUXUTPPSA-N,HMDB0003070,C00493,"InChI=1S/C7H10O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,4-6,8-10H,2H2,(H,11,12)/t4-,5-,6-/m1/s1"
-_2-Oxooctanoate,GPPUPQFYDYLTIY-UHFFFAOYSA-N,HMDB0013211,,"InChI=1S/C8H14O3/c1-2-3-4-5-6-7(9)8(10)11/h2-6H2,1H3,(H,10,11)"
_Diazoxide,GDLBFKVLRPITMI-UHFFFAOYSA-N,HMDB0015251,C06949,"InChI=1S/C8H7ClN2O2S/c1-5-10-7-3-2-6(9)4-8(7)14(12,13)11-5/h2-4H,1H3,(H,10,11)"
C00587_m-Hydroxybenzoate,IJFXRHURBJZNAO-UHFFFAOYSA-N,HMDB0002466,C00587,"InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)"
C00398_Tryptamine,APJYDQYYACXCRM-UHFFFAOYSA-N,HMDB0000303,C00398,"InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2"
C02890_Tetrahydropalmatine,AEQDJSLRWYMAQI-KRWDZBQOSA-N,,C02890,"InChI=1S/C21H25NO4/c1-23-18-6-5-13-9-17-15-11-20(25-3)19(24-2)10-14(15)7-8-22(17)12-16(13)21(18)26-4/h5-6,10-11,17H,7-9,12H2,1-4H3/t17-/m0/s1"
C00006_NADP+,XJLXINKUBYWONI-NNYOXOHSSA-O,HMDB0000217,C00006,"InChI=1S/C21H28N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33,34)35)14(30)11(43-21)6-41-48(38,39)45-47(36,37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1-4,7-8,10-11,13-16,20-21,29-31H,5-6H2,(H7-,22,23,24,25,32,33,34,35,36,37,38,39)/p+1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1"
C03782_1-Aminoethylphosphonate,UIQSKEDQPSEGAU-UWTATZPHSA-N,,C03782,"InChI=1S/C2H8NO3P/c1-2(3)7(4,5)6/h2H,3H2,1H3,(H2,4,5,6)/t2-/m1/s1"
C00116_Glycerol,PEDCQBHIVMGVHV-UHFFFAOYSA-N,HMDB0000131,C00116,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2"
C02470_Xanthurenate,FBZONXHGGPHHIY-UHFFFAOYSA-N,HMDB0000881,C02470,"InChI=1S/C10H7NO4/c12-7-3-1-2-5-8(13)4-6(10(14)15)11-9(5)7/h1-4,12H,(H,11,13)(H,14,15)"
C00299_Uridine,DRTQHJPVMGBUCF-XVFCMESISA-N,HMDB0000296,C00299,"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1"
C00108_Anthranilate,RWZYAGGXGHYGMB-UHFFFAOYSA-N,HMDB0001123,C00108,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)"
C01046_N-Methylglutamate,XLBVNMSMFQMKEY-BYPYZUCNSA-N,HMDB0062660,C01046,"InChI=1S/C6H11NO4/c1-7-4(6(10)11)2-3-5(8)9/h4,7H,2-3H2,1H3,(H,8,9)(H,10,11)/t4-/m0/s1"
C00140_N-Acetylglucosamine,OVRNDRQMDRJTHS-RTRLPJTCSA-N,HMDB0000215,C00140,"InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6-,7-,8?/m1/s1"
C00063_CTP,PCDQPRRSZKQHHS-XVFCMESISA-N,HMDB0000082,C00063,"InChI=1S/C9H16N3O14P3/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1"
C00805_o-Hydroxybenzoate,YGSDEFSMJLZEOE-UHFFFAOYSA-N,HMDB0001895,C00805,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)"
C02713_N-Acetylmuramate,MNLRQHMNZILYPY-MKFCKLDKSA-N,HMDB0060493,C02713,"InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/t4-,6-,7-,8-,9-,11?/m1/s1"
C00144_GMP,RQFCJASXJCIDSX-UUOKFMHZSA-N,HMDB0001397,C00144,"InChI=1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1"
"C03722_2,3-Pyridinedicarboxylate",GJAWHXHKYYXBSV-UHFFFAOYSA-N,HMDB0000232,C03722,"InChI=1S/C7H5NO4/c9-6(10)4-2-1-3-8-5(4)7(11)12/h1-3H,(H,9,10)(H,11,12)"
C02989_Methionine sulfoxide,QEFRNWWLZKMPFJ-YGVKFDHGSA-N,HMDB0002005,C02989,"InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-,10?/m0/s1"
C00156_p-Hydroxybenzoate,FJKROLUGYXJWQN-UHFFFAOYSA-N,HMDB0000500,C00156,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)"
C01598_Melatonin,DRLFMBDRBRZALE-UHFFFAOYSA-N,HMDB0001389,C01598,"InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)"
C00015_UDP,XCCTYIAWTASOJW-XVFCMESISA-N,HMDB0000295,C00015,"InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1"
C00581_Guanidinoacetate,BPMFZUMJYQTVII-UHFFFAOYSA-N,HMDB0000128,C00581,"InChI=1S/C3H7N3O2/c4-3(5)6-1-2(7)8/h1H2,(H,7,8)(H4,4,5,6)"
C00128_CMP-N-acetylneuraminate,TXCIAUNLDRJGJZ-BILDWYJOSA-N,HMDB0001176,C00128,"InChI=1S/C20H31N4O16P/c1-7(26)22-12-8(27)4-20(18(32)33,39-16(12)13(29)9(28)5-25)40-41(35,36)37-6-10-14(30)15(31)17(38-10)24-3-2-11(21)23-19(24)34/h2-3,8-10,12-17,25,27-31H,4-6H2,1H3,(H,22,26)(H,32,33)(H,35,36)(H2,21,23,34)/t8-,9+,10+,12+,13+,14+,15+,16+,17+,20+/m0/s1"
C00864_Pantothenate,GHOKWGTUZJEAQD-ZETCQYMHSA-N,HMDB0000210,C00864,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1"
C01736_Purine riboside,MRWXACSTFXYYMV-FDDDBJFASA-N,HMDB0029956,C01736,"InChI=1S/C10H12N4O4/c15-2-6-7(16)8(17)10(18-6)14-4-13-5-1-11-3-12-9(5)14/h1,3-4,6-8,10,15-17H,2H2/t6-,7-,8-,10-/m1/s1"
C02712_N-Acetylmethionine,XUYPXLNMDZIRQH-LURJTMIESA-N,HMDB0011745,C02712,"InChI=1S/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)/t6-/m0/s1"
C00371_trans-Zeatin,UZKQTCBAMSWPJD-FARCUNLSSA-N,HMDB0012204,C00371,"InChI=1S/C10H13N5O/c1-7(4-16)2-3-11-9-8-10(13-5-12-8)15-6-14-9/h2,5-6,16H,3-4H2,1H3,(H2,11,12,13,14,15)/b7-2+"
C01670_N-alpha-Benzenolarginine ethylester,YQDHCCVUYCIGSW-GFCCVEGCSA-N,,C01670,"InChI=1S/C15H22N4O3/c1-2-22-14(21)12(9-6-10-18-15(16)17)19-13(20)11-7-4-3-5-8-11/h3-5,7-8,12H,2,6,9-10H2,1H3,(H,19,20)(H4,16,17,18)/t12-/m1/s1"
C05512_2'-Deoxyinosine,VGONTNSXDCQUGY-RRKCRQDMSA-N,HMDB0000071,C05512,"InChI=1S/C10H12N4O4/c15-2-6-5(16)1-7(18-6)14-4-13-8-9(14)11-3-12-10(8)17/h3-7,15-16H,1-2H2,(H,11,12,17)/t5-,6+,7+/m0/s1"
C05122_Taurocholate,FZLMIZAHBFKTSH-IECFWMJSSA-N,HMDB0000036,C05122,"InChI=1S/C26H45NO8S/c1-15(4-7-23(31)27-10-11-35-36(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21-,22+,24?,25+,26-/m1/s1"
C02727_N-epsilon-Acetyllysine,DTERQYGMUDWYAZ-ZETCQYMHSA-N,HMDB0000206,C02727,"InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1"
C00705_dCDP,FTDHDKPUHBLBTL-SHYZEUOFSA-N,HMDB0001245,C00705,"InChI=1S/C9H15N3O10P2/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(21-8)4-20-24(18,19)22-23(15,16)17/h1-2,5-6,8,13H,3-4H2,(H,18,19)(H2,10,11,14)(H2,15,16,17)/t5-,6+,8+/m0/s1"
C02226_Citraconate,HNEGQIOMVPPMNR-IHWYPQMZSA-N,HMDB0000634,C02226,"InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h2H,1H3,(H,6,7)(H,8,9)/b3-2-"
C00661_G3P,LXJXRIRHZLFYRP-UHFFFAOYSA-N,HMDB0000807,C00661,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h1,3,5H,2H2,(H2,6,7,8)"
C00250_Pyridoxal,RADKZDMFGJYCBB-UHFFFAOYSA-N,HMDB0001545,C00250,"InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3"
-_2-Hydroxyisobutyrate,BWLBGMIXKSTLSX-UHFFFAOYSA-N,HMDB0000729,,"InChI=1S/C4H8O3/c1-4(2,7)3(5)6/h7H,1-2H3,(H,5,6)"
C01571_Decanoate,GHVNFZFCNZKVNT-UHFFFAOYSA-N,HMDB0000511,C01571,"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)"
-_N-Acetylvaline,IHYJTAOFMMMOPX-UHFFFAOYSA-N,HMDB0011757,,"InChI=1S/C7H13NO3/c1-4(2)6(7(10)11)8-5(3)9/h4,6H,1-3H3,(H,8,9)(H,10,11)"
C00943_cIMP,DMJWGQPYNRPLGA-KQYNXXCUSA-N,,C00943,"InChI=1S/C10H11N4O7P/c15-6-7-4(1-19-22(17,18)21-7)20-10(6)14-3-13-5-8(14)11-2-12-9(5)16/h2-4,6-7,10,15H,1H2,(H,17,18)(H,11,12,16)/t4-,6-,7-,10-/m1/s1"
C00491_Cystine,LEVWYRKDKASIDU-IMJSIDKUSA-N,HMDB0000192,C00491,"InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1"
C00163_Propionate,XBDQKXXYIPTUBI-UHFFFAOYSA-N,HMDB0000237,C00163,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)"
C00112_CDP,ZWIADYZPOWUWEW-XVFCMESISA-N,HMDB0001546,C00112,"InChI=1S/C9H15N3O11P2/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1"
C08265_Alliin,XUHLIQGRKRUKPH-ITZCMCNPSA-N,HMDB0029441,C08265,"InChI=1S/C6H11NO3S/c1-2-3-11(10)4-5(7)6(8)9/h2,5H,1,3-4,7H2,(H,8,9)/t5-,11?/m0/s1"
C00327_Citrulline,RHGKLRLOHDJJDR-BYPYZUCNSA-N,HMDB0000904,C00327,"InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1"
C00286_dGTP,HAAZLUGHYHWQIW-KVQBGUIXSA-N,HMDB0001440,C00286,"InChI=1S/C10H16N5O13P3/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(26-6)2-25-30(21,22)28-31(23,24)27-29(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H,23,24)(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1"
C05135_4-(beta-Acetylaminoethyl)imidazole,XJWPISBUKWZALE-UHFFFAOYSA-N,HMDB0013253,C05135,"InChI=1S/C7H11N3O/c1-6(11)9-3-2-7-4-8-5-10-7/h4-5H,2-3H2,1H3,(H,8,10)(H,9,11)"
C05341_beta-Ala-Lys,PLDCWKCPEXNWJH-ZETCQYMHSA-N,HMDB0060442,C05341,"InChI=1S/C9H19N3O3/c10-5-2-1-3-7(9(14)15)12-8(13)4-6-11/h7H,1-6,10-11H2,(H,12,13)(H,14,15)/t7-/m0/s1"
C00898_Tartrate,FEWJPZIEWOKRBE-JCYAYHJZSA-N,HMDB0000956,C00898,"InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)/t1-,2-/m1/s1"
C00097_Cys,XUJNEKJLAYXESH-REOHCLBHSA-N,HMDB0000574,C00097,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1"
C00483_Tyramine,DZGWFCGJZKJUFP-UHFFFAOYSA-N,HMDB0000306,C00483,"InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2"
C00979_O-Acetylserine,VZXPDPZARILFQX-BYPYZUCNSA-N,HMDB0003011,C00979,"InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)/t4-/m0/s1"
C00931_Porphobilinogen,QSHWIQZFGQKFMA-UHFFFAOYSA-N,HMDB0000245,C00931,"InChI=1S/C10H14N2O4/c11-4-8-7(3-10(15)16)6(5-12-8)1-2-9(13)14/h5,12H,1-4,11H2,(H,13,14)(H,15,16)"
C02294_Methylguanidine,CHJJGSNFBQVOTG-UHFFFAOYSA-N,HMDB0001522,C02294,"InChI=1S/C2H7N3/c1-5-2(3)4/h1H3,(H4,3,4,5)"
C11527_4-Hydroxymandelate,YHXHKYRQLYQUIH-UHFFFAOYSA-N,HMDB0000822,C11527,"InChI=1S/C8H8O4/c9-6-3-1-5(2-4-6)7(10)8(11)12/h1-4,7,9-10H,(H,11,12)"
C00407_Ile,AGPKZVBTJJNPAG-WHFBIAKZSA-N,HMDB0000172,C00407,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1"
C00005_NADPH,ACFIXJIJDZMPPO-NNYOXOHSSA-N,HMDB0000217,C00005,"InChI=1S/C21H30N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33,34)35)14(30)11(43-21)6-41-48(38,39)45-47(36,37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1,3-4,7-8,10-11,13-16,20-21,29-31H,2,5-6H2,(H2,23,32)(H,36,37)(H,38,39)(H2,22,24,25)(H2,33,34,35)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1"
C00857_Deamido-NAD+,SENPVEZBRZQVST-HISDBWNOSA-O,HMDB0001179,C00857,"InChI=1S/C21H26N6O15P2/c22-17-12-18(24-7-23-17)27(8-25-12)20-16(31)14(29)11(41-20)6-39-44(36,37)42-43(34,35)38-5-10-13(28)15(30)19(40-10)26-3-1-2-9(4-26)21(32)33/h1-4,7-8,10-11,13-16,19-20,28-31H,5-6H2,(H4-,22,23,24,32,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,19-,20-/m1/s1"
C02378_6-Aminohexanoate,SLXKOJJOQWFEFD-UHFFFAOYSA-N,HMDB0001901,C02378,"InChI=1S/C6H13NO2/c7-5-3-1-2-4-6(8)9/h1-5,7H2,(H,8,9)"
C00258_Glycerate,RBNPOMFGQQGHHO-UWTATZPHSA-N,HMDB0000139,C00258,"InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)/t2-/m1/s1"
C02627_2-Deoxystreptamine,DTFAJAKTSMLKAT-JDCCYXBGSA-N,,C02627,"InChI=1S/C6H14N2O3/c7-2-1-3(8)5(10)6(11)4(2)9/h2-6,9-11H,1,7-8H2/t2-,3+,4+,5-,6-"
C03592_5-Methyl-2'-deoxycytidine,LUCHPKXVUGJYGU-XLPZGREQSA-N,HMDB0002224,C03592,"InChI=1S/C10H15N3O4/c1-5-3-13(10(16)12-9(5)11)8-2-6(15)7(4-14)17-8/h3,6-8,14-15H,2,4H2,1H3,(H2,11,12,16)/t6-,7+,8+/m0/s1"
C06423_Octanoate,WWZKQHOCKIZLMA-UHFFFAOYSA-N,HMDB0000482,C06423,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)"
C00186_Lactate,JVTAAEKCZFNVCJ-REOHCLBHSA-N,HMDB0000190,C00186,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m0/s1"
C00093_Glycerophosphate,AWUCVROLDVIAJX-GSVOUGTGSA-N,HMDB0000126,C00093,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1"
"C04874_7,8-Dihydroneopterin",YQIFAMYNGGOTFB-XINAWCOVSA-N,HMDB0002275,C04874,"InChI=1S/C9H13N5O4/c10-9-13-7-5(8(18)14-9)12-3(1-11-7)6(17)4(16)2-15/h4,6,15-17H,1-2H2,(H4,10,11,13,14,18)/t4-,6+/m1/s1"
C06818_Amantadine,DKNWSYNQZKUICI-UHFFFAOYSA-N,HMDB0015051,C06818,"InChI=1S/C10H17N/c11-10-4-7-1-8(5-10)3-9(2-7)6-10/h7-9H,1-6,11H2"
C06213_N-omega-Methyltryptamine,NCIKQJBVUNUXLW-UHFFFAOYSA-N,HMDB0004370,C06213,"InChI=1S/C11H14N2/c1-12-7-6-9-8-13-11-5-3-2-4-10(9)11/h2-5,8,12-13H,6-7H2,1H3"
"C02354_2',3'-cCMP",NMPZCCZXCOMSDQ-XVFCMESISA-N,HMDB0011691,C02354,"InChI=1S/C9H12N3O7P/c10-5-1-2-12(9(14)11-5)8-7-6(4(3-13)17-8)18-20(15,16)19-7/h1-2,4,6-8,13H,3H2,(H,15,16)(H2,10,11,14)/t4-,6-,7-,8-/m1/s1"
C04548_Synephrine,YRCWQPVGYLYSOX-UHFFFAOYSA-N,HMDB0004826,C04548,"InChI=1S/C9H13NO2/c1-10-6-9(12)7-2-4-8(11)5-3-7/h2-5,9-12H,6H2,1H3"
C01047_N-gamma-Ethylglutamine,DATAGRPVKZEWHA-YFKPBYRVSA-N,HMDB0034365,C01047,"InChI=1S/C7H14N2O3/c1-2-9-6(10)4-3-5(8)7(11)12/h5H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t5-/m0/s1"
C01921_Glycocholate,RFDAIACWWDREDC-FRVQLJSFSA-N,HMDB0000138,C01921,"InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1"
C00120_Biotin,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,HMDB0000030,C00120,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1"
C02155_Gly-Leu,DKEXFJVMVGETOO-LURJTMIESA-N,HMDB0000759,C02155,"InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t6-/m0/s1"
C00047_Lys,KDXKERNSBIXSRK-YFKPBYRVSA-N,HMDB0000182,C00047,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1"
C00388_Histamine,NTYJJOPFIAHURM-UHFFFAOYSA-N,HMDB0000870,C00388,"InChI=1S/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)"
C09209_Harman,PSFDQSOCUJVVGF-UHFFFAOYSA-N,HMDB0035196,C09209,"InChI=1S/C12H10N2/c1-8-12-10(6-7-13-8)9-4-2-3-5-11(9)14-12/h2-7,14H,1H3"
"C01260_P1, P4-Di(adenosine-5') tetraphosphate",YOAHKNVSNCMZGQ-XPWFQUROSA-N,,C01260,"InChI=1S/C20H28N10O19P4/c21-15-9-17(25-3-23-15)29(5-27-9)19-13(33)11(31)7(45-19)1-43-50(35,36)47-52(39,40)49-53(41,42)48-51(37,38)44-2-8-12(32)14(34)20(46-8)30-6-28-10-16(22)24-4-26-18(10)30/h3-8,11-14,19-20,31-34H,1-2H2,(H,35,36)(H,37,38)(H,39,40)(H,41,42)(H2,21,23,25)(H2,22,24,26)/t7-,8-,11-,12-,13-,14-,19-,20-/m1/s1"
C00026_2-Oxoglutarate,KPGXRSRHYNQIFN-UHFFFAOYSA-N,HMDB0000208,C00026,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)"
C00197_3PG,OSJPPGNTCRNQQC-UWTATZPHSA-N,HMDB0000807,C00197,"InChI=1S/C3H7O7P/c4-2(3(5)6)1-10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)/t2-/m1/s1"
C00152_Asn,DCXYFEDJOCDNAF-REOHCLBHSA-N,HMDB0000168,C00152,"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1"
"C01182_Ribulose 1,5-diphosphate",YAHZABJORDUQGO-NQXXGFSBSA-N,,C01182,"InChI=1S/C5H12O11P2/c6-3(1-15-17(9,10)11)5(8)4(7)2-16-18(12,13)14/h3,5-6,8H,1-2H2,(H2,9,10,11)(H2,12,13,14)/t3-,5-/m1/s1"
C00955_Indole-3-ethanol,MBBOMCVGYCRMEA-UHFFFAOYSA-N,HMDB0003447,C00955,"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2"
C00021_SAH,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,HMDB0000939,C00021,"InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1"
C00788_Epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,HMDB0000068,C00788,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1"
C00380_Cytosine,OPTASPLRGRRNAP-UHFFFAOYSA-N,HMDB0000630,C00380,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)"
C00255_Riboflavin,AUNGANRZJHBGPY-SCRDCRAPSA-N,HMDB0000244,C00255,"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1"
C03761_3-Hydroxy-3-methylglutarate,NPOAOTPXWNWTSH-UHFFFAOYSA-N,HMDB0000355,C03761,"InChI=1S/C6H10O5/c1-6(11,2-4(7)8)3-5(9)10/h11H,2-3H2,1H3,(H,7,8)(H,9,10)"
C01367_3'-AMP,LNQVTSROQXJCDD-KQYNXXCUSA-N,HMDB0003540,C01367,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(17)7(4(1-16)21-10)22-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1"
C00637_Indole-3-acetaldehyde,WHOOUMGHGSPMGR-UHFFFAOYSA-N,HMDB0001190,C00637,"InChI=1S/C10H9NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,6-7,11H,5H2"
C00881_2'-Deoxycytidine,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,HMDB0000014,C00881,"InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1"
C00460_dUTP,AHCYMLUZIRLXAA-SHYZEUOFSA-N,HMDB0001191,C00460,"InChI=1S/C9H15N2O14P3/c12-5-3-8(11-2-1-7(13)10-9(11)14)23-6(5)4-22-27(18,19)25-28(20,21)24-26(15,16)17/h1-2,5-6,8,12H,3-4H2,(H,18,19)(H,20,21)(H,10,13,14)(H2,15,16,17)/t5-,6+,8+/m0/s1"
